study_accession	sample_accession	secondary_sample_accession	sample_alias	experiment_accession	run_accession	scientific_name	instrument_model	library_layout	library_source	library_selection	read_count	base_count	experiment_title	fastq_ftp
PRJEB634	SAMEA2053256	ERS217236	SEC-sc-2013-02-27T10:26:53Z-1500451	ERX290207	ERR317059	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2937950	587590000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317059/ERR317059_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317059/ERR317059_2.fastq.gz
PRJEB634	SAMEA2053402	ERS217237	SED-sc-2013-02-27T10:26:54Z-1500452	ERX290208	ERR317060	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2770654	554130800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317060/ERR317060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317060/ERR317060_2.fastq.gz
PRJEB634	SAMEA2054251	ERS217238	EX4_PT21b-sc-2013-02-27T10:26:55Z-1500453	ERX290209	ERR317061	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3251255	650251000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317061/ERR317061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317061/ERR317061_2.fastq.gz
PRJEB634	SAMEA2053257	ERS217239	9508_195-sc-2013-02-27T10:26:56Z-1500454	ERX290210	ERR317062	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2954929	590985800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317062/ERR317062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317062/ERR317062_2.fastq.gz
PRJEB634	SAMEA2053455	ERS217240	9508_211-sc-2013-02-27T10:26:57Z-1500455	ERX290211	ERR317063	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2915150	583030000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317063/ERR317063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317063/ERR317063_2.fastq.gz
PRJEB634	SAMEA2054252	ERS217241	S4726_04-sc-2013-02-27T10:26:58Z-1500456	ERX290212	ERR317064	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3237721	647544200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317064/ERR317064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317064/ERR317064_2.fastq.gz
PRJEB634	SAMEA1966784	ERS217242	S1750_06-sc-2013-02-27T10:26:59Z-1500457	ERX290213	ERR317065	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2876113	575222600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317065/ERR317065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317065/ERR317065_2.fastq.gz
PRJEB634	SAMEA2053456	ERS217243	S6669_03L-sc-2013-02-27T10:27:00Z-1500458	ERX290214	ERR317066	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3081899	616379800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317066/ERR317066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317066/ERR317066_2.fastq.gz
PRJEB634	SAMEA2054253	ERS217244	S6669_03N-sc-2013-02-27T10:27:01Z-1500459	ERX290215	ERR317067	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2942314	588462800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317067/ERR317067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317067/ERR317067_2.fastq.gz
PRJEB634	SAMEA2053258	ERS217245	98_CDC_F8104-sc-2013-02-27T10:27:03Z-1500460	ERX290216	ERR317068	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2944901	588980200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317068/ERR317068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317068/ERR317068_2.fastq.gz
PRJEB634	SAMEA2053457	ERS217246	99_CDC_H9556-sc-2013-02-27T10:27:04Z-1500461	ERX290217	ERR317069	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3263170	652634000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317069/ERR317069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317069/ERR317069_2.fastq.gz
PRJEB634	SAMEA2054254	ERS217247	100_8_403-sc-2013-02-27T10:27:06Z-1500462	ERX290218	ERR317070	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2795832	559166400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317070/ERR317070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317070/ERR317070_2.fastq.gz
PRJEB634	SAMEA2053283	ERS217248	101_AM27283_B-sc-2013-02-27T10:27:07Z-1500463	ERX290219	ERR317071	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2784487	556897400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317071/ERR317071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317071/ERR317071_2.fastq.gz
PRJEB634	SAMEA2053458	ERS217249	102_AM36958_B-sc-2013-02-27T10:27:08Z-1500464	ERX290220	ERR317072	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3125263	625052600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317072/ERR317072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317072/ERR317072_2.fastq.gz
PRJEB634	SAMEA2054255	ERS217250	103_08_639-sc-2013-02-27T10:27:09Z-1500465	ERX290221	ERR317073	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2941679	588335800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317073/ERR317073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317073/ERR317073_2.fastq.gz
PRJEB634	SAMEA2053284	ERS217251	104_AM25928_B-sc-2013-02-27T10:27:11Z-1500466	ERX290222	ERR317074	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2766242	553248400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317074/ERR317074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317074/ERR317074_2.fastq.gz
PRJEB634	SAMEA2053459	ERS217252	105_2011K_1654-sc-2013-02-27T10:27:12Z-1500467	ERX290223	ERR317075	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2532941	506588200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317075/ERR317075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317075/ERR317075_2.fastq.gz
PRJEB634	SAMEA1966754	ERS217253	106_2011K_1681-sc-2013-02-27T10:27:13Z-1500468	ERX290224	ERR317076	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2640780	528156000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317076/ERR317076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317076/ERR317076_2.fastq.gz
PRJEB634	SAMEA2053285	ERS217254	107_2012K_147-sc-2013-02-27T10:27:14Z-1500469	ERX290225	ERR317077	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3581813	716362600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317077/ERR317077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317077/ERR317077_2.fastq.gz
PRJEB634	SAMEA2053460	ERS217255	108_2012K_179-sc-2013-02-27T10:27:15Z-1500470	ERX290226	ERR317078	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3144767	628953400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317078/ERR317078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR317/ERR317078/ERR317078_2.fastq.gz
PRJEB634	SAMEA2061651	ERS235824	482916-sc-2013-04-16T07:31:13Z-1611004	ERX311157	ERR338252	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2777273	555454600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338252/ERR338252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338252/ERR338252_2.fastq.gz
PRJEB634	SAMEA2061652	ERS235825	361592-sc-2013-04-16T07:31:16Z-1611005	ERX311158	ERR338253	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2776404	555280800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338253/ERR338253_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338253/ERR338253_2.fastq.gz
PRJEB634	SAMEA2061653	ERS235826	283954-sc-2013-04-16T07:31:18Z-1611006	ERX311159	ERR338254	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2593042	518608400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338254/ERR338254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338254/ERR338254_2.fastq.gz
PRJEB634	SAMEA2061654	ERS235827	603671-sc-2013-04-16T07:31:20Z-1611007	ERX311160	ERR338255	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2514942	502988400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338255/ERR338255_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338255/ERR338255_2.fastq.gz
PRJEB634	SAMEA2062342	ERS235828	616851-sc-2013-04-16T07:31:21Z-1611008	ERX311161	ERR338256	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2580441	516088200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338256/ERR338256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338256/ERR338256_2.fastq.gz
PRJEB634	SAMEA2062343	ERS235829	590212-sc-2013-04-16T07:31:22Z-1611009	ERX311162	ERR338257	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2932502	586500400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338257/ERR338257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338257/ERR338257_2.fastq.gz
PRJEB634	SAMEA2062344	ERS235830	503933-sc-2013-04-16T07:31:23Z-1611010	ERX311163	ERR338258	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2662556	532511200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338258/ERR338258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338258/ERR338258_2.fastq.gz
PRJEB634	SAMEA2062345	ERS235831	358519-sc-2013-04-16T07:31:25Z-1611011	ERX311164	ERR338259	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3084956	616991200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338259/ERR338259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338259/ERR338259_2.fastq.gz
PRJEB634	SAMEA2062346	ERS235832	332662-sc-2013-04-16T07:31:26Z-1611012	ERX311165	ERR338260	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2615688	523137600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338260/ERR338260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338260/ERR338260_2.fastq.gz
PRJEB634	SAMEA2062347	ERS235833	332287-sc-2013-04-16T07:31:28Z-1611013	ERX311166	ERR338261	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2639492	527898400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338261/ERR338261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338261/ERR338261_2.fastq.gz
PRJEB634	SAMEA2062348	ERS235834	250994-sc-2013-04-16T07:31:29Z-1611014	ERX311167	ERR338262	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2443877	488775400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338262/ERR338262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338262/ERR338262_2.fastq.gz
PRJEB634	SAMEA2062349	ERS235835	261066-sc-2013-04-16T07:31:31Z-1611015	ERX311168	ERR338263	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	304727	60945400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338263/ERR338263_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338263/ERR338263_2.fastq.gz
PRJEB634	SAMEA2062350	ERS235836	616854-sc-2013-04-16T07:31:32Z-1611016	ERX311169	ERR338264	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2521596	504319200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338264/ERR338264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338264/ERR338264_2.fastq.gz
PRJEB634	SAMEA2062351	ERS235837	584643-sc-2013-04-16T07:31:34Z-1611017	ERX311170	ERR338265	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2621384	524276800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338265/ERR338265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338265/ERR338265_2.fastq.gz
PRJEB634	SAMEA2062352	ERS235838	503944-sc-2013-04-16T07:31:36Z-1611018	ERX311171	ERR338266	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2483918	496783600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338266/ERR338266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338266/ERR338266_2.fastq.gz
PRJEB634	SAMEA2062353	ERS235839	454790-sc-2013-04-16T07:31:37Z-1611019	ERX311172	ERR338267	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2643125	528625000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338267/ERR338267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338267/ERR338267_2.fastq.gz
PRJEB634	SAMEA1967299	ERS235840	285561-sc-2013-04-16T07:31:39Z-1611020	ERX311173	ERR338268	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	3018794	603758800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338268/ERR338268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338268/ERR338268_2.fastq.gz
PRJEB634	SAMEA2062354	ERS235841	283959-sc-2013-04-16T07:31:40Z-1611021	ERX311174	ERR338269	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2931971	586394200	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338269/ERR338269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338269/ERR338269_2.fastq.gz
PRJEB634	SAMEA2062355	ERS235842	238663-sc-2013-04-16T07:31:42Z-1611022	ERX311175	ERR338270	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2425017	485003400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338270/ERR338270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338270/ERR338270_2.fastq.gz
PRJEB634	SAMEA2062356	ERS235843	120673-sc-2013-04-16T07:31:43Z-1611023	ERX311176	ERR338271	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2635424	527084800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338271/ERR338271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338271/ERR338271_2.fastq.gz
PRJEB634	SAMEA2062357	ERS235844	624887-sc-2013-04-16T07:31:44Z-1611024	ERX311177	ERR338272	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2671447	534289400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338272/ERR338272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338272/ERR338272_2.fastq.gz
PRJEB634	SAMEA2062358	ERS235845	584640-sc-2013-04-16T07:31:45Z-1611025	ERX311178	ERR338273	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2761599	552319800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338273/ERR338273_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338273/ERR338273_2.fastq.gz
PRJEB634	SAMEA2062359	ERS235846	508751-sc-2013-04-16T07:31:46Z-1611026	ERX311179	ERR338274	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2479073	495814600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338274/ERR338274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338274/ERR338274_2.fastq.gz
PRJEB634	SAMEA2062540	ERS235847	1029414-sc-2013-04-16T07:31:47Z-1611027	ERX311180	ERR338275	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2424792	484958400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338275/ERR338275_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338275/ERR338275_2.fastq.gz
PRJEB634	SAMEA2062541	ERS235848	380410-sc-2013-04-16T07:31:48Z-1611028	ERX311181	ERR338276	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2965474	593094800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338276/ERR338276_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338276/ERR338276_2.fastq.gz
PRJEB634	SAMEA2062542	ERS235849	258179-sc-2013-04-16T07:31:50Z-1611029	ERX311182	ERR338277	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2576935	515387000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338277/ERR338277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338277/ERR338277_2.fastq.gz
PRJEB634	SAMEA2062543	ERS235850	180211-sc-2013-04-16T07:31:51Z-1611030	ERX311183	ERR338278	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2606305	521261000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338278/ERR338278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338278/ERR338278_2.fastq.gz
PRJEB634	SAMEA2062544	ERS235851	247274-sc-2013-04-16T07:31:52Z-1611031	ERX311184	ERR338279	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2507459	501491800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338279/ERR338279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338279/ERR338279_2.fastq.gz
PRJEB634	SAMEA2062545	ERS235852	631484-sc-2013-04-16T07:31:53Z-1611032	ERX311185	ERR338280	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2446172	489234400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338280/ERR338280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338280/ERR338280_2.fastq.gz
PRJEB634	SAMEA2062546	ERS235853	570890-sc-2013-04-16T07:31:54Z-1611033	ERX311186	ERR338281	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2254978	450995600	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338281/ERR338281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338281/ERR338281_2.fastq.gz
PRJEB634	SAMEA2062547	ERS235854	684394-sc-2013-04-16T07:31:55Z-1611034	ERX311187	ERR338282	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2147960	429592000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338282/ERR338282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338282/ERR338282_2.fastq.gz
PRJEB634	SAMEA2062548	ERS235855	172848-sc-2013-04-16T07:31:56Z-1611035	ERX311188	ERR338283	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2322052	464410400	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338283/ERR338283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338283/ERR338283_2.fastq.gz
PRJEB634	SAMEA2062549	ERS235856	481587-sc-2013-04-16T07:31:58Z-1611036	ERX311189	ERR338284	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2718025	543605000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338284/ERR338284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338284/ERR338284_2.fastq.gz
PRJEB634	SAMEA2062550	ERS235857	245880-sc-2013-04-16T07:32:00Z-1611037	ERX311190	ERR338285	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2371975	474395000	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338285/ERR338285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338285/ERR338285_2.fastq.gz
PRJEB634	SAMEA2062551	ERS235858	468205-sc-2013-04-16T07:32:01Z-1611038	ERX311191	ERR338286	Salmonella enterica subsp. enterica serovar Enteritidis	Illumina HiSeq 2000	PAIRED	GENOMIC	RANDOM	2242554	448510800	Illumina HiSeq 2000 paired end sequencing	ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338286/ERR338286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR338/ERR338286/ERR338286_2.fastq.gz
